PO_ID,Supplier,Item_Category,Order_Status,Order_Date,Delivery_Date,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,days_to_deliver,negotiated_savings,defect_rate,is_delivered,is_cancelled,is_compliant
PO-00578,Alpha_Inc,MRO,Delivered,2022-10-18,,705,75.19,69.55,19.0,true,,3976.2000000000003,0.026950354609929079,1,0,0
PO-00584,Alpha_Inc,MRO,Delivered,2022-04-06,2022-04-17,1732,35.01,34.18,40.0,true,11,1437.559999999997,0.023094688221709007,1,0,0
PO-00601,Alpha_Inc,MRO,Delivered,2022-07-19,2022-07-30,1714,55.67,55.09,42.0,true,11,994.119999999997,0.024504084014002333,1,0,0
PO-00635,Alpha_Inc,MRO,Delivered,2023-04-02,2023-04-14,1058,71.3,62.04,,true,12,9797.0799999999981,,1,0,0
PO-00692,Alpha_Inc,MRO,Cancelled,2023-05-15,2023-05-21,1908,16.42,15.31,36.0,true,6,2117.8800000000024,0.018867924528301886,0,1,0
PO-00694,Alpha_Inc,MRO,Delivered,2022-10-07,2022-10-20,1490,93.57,81.68,29.0,true,13,17716.09999999998,0.019463087248322148,1,0,0
PO-00708,Alpha_Inc,MRO,Delivered,2022-01-28,2022-02-15,84,18.23,15.55,0.0,true,18,225.11999999999998,0.0,1,0,0
PO-00710,Alpha_Inc,MRO,Delivered,2023-08-30,2023-09-08,898,37.12,35.54,18.0,false,9,1418.8399999999986,0.0200445434298441,1,0,0
PO-00713,Alpha_Inc,MRO,Delivered,2022-01-28,2022-02-07,654,96.01,90.31,10.0,true,10,3727.800000000002,0.015290519877675841,1,0,0
PO-00739,Alpha_Inc,MRO,Delivered,2023-10-28,2023-11-13,969,76.53,75.64,30.0,true,16,862.41000000000054,0.030959752321981424,1,0,0
PO-00757,Alpha_Inc,MRO,Cancelled,2023-12-18,2024-01-05,328,93.23,82.63,6.0,true,18,3476.8000000000029,0.018292682926829267,0,1,0
PO-00014,Beta_Supplies,MRO,Delivered,2022-02-02,,5000,18.3,16.88,,true,,7100.0000000000082,,1,0,0
PO-00025,Beta_Supplies,MRO,Delivered,2023-12-20,2024-01-01,1565,21.3,20.09,161.0,true,12,1893.6500000000012,0.10287539936102237,1,0,0
PO-00082,Beta_Supplies,MRO,Delivered,2023-12-20,2023-12-26,825,56.88,50.84,,true,6,4982.9999999999991,,1,0,0
PO-00100,Beta_Supplies,MRO,Pending,2022-11-29,2022-12-14,1629,100.26,86.44,187.0,false,15,22512.780000000013,0.11479435236341314,0,0,0
PO-00130,Beta_Supplies,MRO,Delivered,2022-05-22,2022-06-03,64,51.56,50.88,5.0,true,12,43.519999999999982,0.078125,1,0,0
PO-00141,Beta_Supplies,MRO,Delivered,2023-09-03,2023-09-07,1212,87.46,74.55,118.0,false,4,15646.919999999996,0.097359735973597358,1,0,0
PO-00197,Beta_Supplies,MRO,Delivered,2022-05-09,2022-05-22,613,52.5,45.19,70.0,true,13,4481.0300000000016,0.11419249592169657,1,0,0
PO-00210,Beta_Supplies,MRO,Delivered,2022-07-25,2022-08-01,574,85.03,82.55,54.0,true,7,1423.5200000000023,0.094076655052264813,1,0,0
PO-00270,Beta_Supplies,MRO,Partially Delivered,2023-02-17,2023-03-04,1583,103.57,89.38,164.0,true,15,22462.769999999997,0.10360075805432722,0,0,0
PO-00342,Beta_Supplies,MRO,Delivered,2023-08-16,2023-08-30,690,22.47,21.94,77.0,true,14,365.69999999999834,0.11159420289855072,1,0,0
PO-00351,Beta_Supplies,MRO,Delivered,2023-06-20,2023-06-23,193,87.86,81.74,21.0,true,3,1181.1600000000008,0.10880829015544041,1,0,0
PO-00367,Beta_Supplies,MRO,Delivered,2022-01-10,2022-01-20,1306,23.49,20.17,116.0,false,10,4335.9199999999955,0.0888208269525268,1,0,0
PO-00427,Beta_Supplies,MRO,Partially Delivered,2023-03-29,2023-04-18,1743,51.04,47.15,160.0,true,20,6780.2700000000013,0.091795754446356861,0,0,0
PO-00455,Beta_Supplies,MRO,Delivered,2022-12-29,2023-01-18,1245,52.4,51.65,118.0,false,20,933.75,0.094779116465863456,1,0,0
PO-00463,Beta_Supplies,MRO,Pending,2023-02-27,2023-03-14,1965,36.6,34.64,195.0,true,15,3851.4000000000015,0.099236641221374045,0,0,0
PO-00465,Beta_Supplies,MRO,Delivered,2022-07-03,2022-07-19,1110,48.19,45.88,112.0,true,16,2564.0999999999945,0.1009009009009009,1,0,0
PO-00478,Beta_Supplies,MRO,Pending,2022-07-24,2022-08-03,1030,70.81,61.58,,false,10,9506.9000000000033,,0,0,0
PO-00497,Beta_Supplies,MRO,Delivered,2023-07-04,2023-07-11,1011,98.47,97.06,91.0,true,7,1425.5099999999966,0.090009891196834821,1,0,0
PO-00552,Beta_Supplies,MRO,Delivered,2023-11-25,2023-12-09,731,19.37,17.3,69.0,false,14,1513.1700000000003,0.094391244870041038,1,0,0
PO-00624,Beta_Supplies,MRO,Delivered,2023-04-21,2023-05-05,1149,33.0,30.65,141.0,true,14,2700.1500000000015,0.12271540469973891,1,0,0
PO-00637,Beta_Supplies,MRO,Delivered,2023-05-02,2023-05-14,1823,70.66,66.92,202.0,true,12,6818.01999999999,0.11080636313768513,1,0,0
PO-00640,Beta_Supplies,MRO,Pending,2022-09-11,2022-09-26,502,91.84,82.33,,true,15,4774.0200000000023,,0,0,0
PO-00696,Beta_Supplies,MRO,Delivered,2023-05-13,2023-05-17,1915,107.51,102.66,184.0,true,4,9287.7500000000164,0.09608355091383812,1,0,0
PO-00707,Beta_Supplies,MRO,Delivered,2023-07-01,2023-07-07,803,67.81,61.53,78.0,true,6,5042.8400000000011,0.097135740971357409,1,0,0
PO-00715,Beta_Supplies,MRO,Delivered,2023-10-21,2023-10-28,1019,91.56,77.93,111.0,false,7,13888.969999999996,0.10893032384690873,1,0,0
PO-00776,Beta_Supplies,MRO,Delivered,2023-08-30,2023-09-11,1306,21.05,18.27,128.0,true,12,3630.6800000000017,0.098009188361408886,1,0,0
PO-00017,Delta_Logistics,MRO,Delivered,2022-08-12,2022-08-31,1173,61.54,55.49,172.0,false,19,7096.6499999999969,0.14663256606990621,1,0,0
PO-00029,Delta_Logistics,MRO,Delivered,2023-04-05,2023-04-22,1265,90.26,79.47,187.0,true,17,13649.350000000008,0.14782608695652175,1,0,0
PO-00045,Delta_Logistics,MRO,Delivered,2023-01-03,2023-01-21,749,97.07,94.16,123.0,true,18,2179.5899999999974,0.16421895861148197,1,0,0
PO-00058,Delta_Logistics,MRO,Delivered,2023-09-26,2023-10-01,1204,39.29,35.44,,true,5,4635.4000000000015,,1,0,0
PO-00062,Delta_Logistics,MRO,Partially Delivered,2023-12-23,2024-01-03,70,12.37,11.04,10.0,true,11,93.100000000000009,0.14285714285714285,0,0,0
PO-00088,Delta_Logistics,MRO,Partially Delivered,2022-06-25,2022-07-10,1461,64.09,63.39,228.0,false,15,1022.7000000000041,0.15605749486652978,0,0,0
PO-00104,Delta_Logistics,MRO,Delivered,2022-11-20,2022-12-10,319,98.64,89.15,57.0,true,20,3027.3099999999986,0.17868338557993729,1,0,0
PO-00106,Delta_Logistics,MRO,Cancelled,2022-10-02,2022-10-22,865,14.7,13.14,135.0,false,20,1349.399999999999,0.15606936416184972,0,1,0
PO-00168,Delta_Logistics,MRO,Delivered,2022-04-19,2022-04-24,733,23.59,22.85,92.0,true,5,542.41999999999882,0.12551159618008187,1,0,0
PO-00187,Delta_Logistics,MRO,Partially Delivered,2022-11-11,,1088,55.29,53.04,161.0,false,,2448.0,0.14797794117647059,0,0,0
PO-00221,Delta_Logistics,MRO,Delivered,2022-09-11,2022-09-19,1062,34.03,30.46,,true,8,3791.34,,1,0,0
PO-00237,Delta_Logistics,MRO,Delivered,2022-03-11,,1458,91.05,81.56,220.0,true,,13836.419999999993,0.15089163237311384,1,0,0
PO-00258,Delta_Logistics,MRO,Cancelled,2023-11-06,2023-11-08,1447,35.67,35.07,224.0,false,2,868.20000000000209,0.15480304077401522,0,1,0
PO-00266,Delta_Logistics,MRO,Delivered,2023-11-01,2023-11-05,1570,52.1,47.87,,false,4,6641.1000000000058,,1,0,0
PO-00267,Delta_Logistics,MRO,Delivered,2023-10-24,2023-11-13,491,108.75,93.35,,false,20,7561.4000000000024,,1,0,0
PO-00323,Delta_Logistics,MRO,Delivered,2022-02-21,2022-03-04,1422,83.73,76.47,198.0,true,11,10323.720000000007,0.13924050632911392,1,0,0
PO-00326,Delta_Logistics,MRO,Delivered,2023-05-30,2023-06-15,813,45.68,41.78,,false,16,3170.6999999999989,,1,0,0
PO-00402,Delta_Logistics,MRO,Delivered,2022-06-09,2022-06-28,1006,101.1,89.04,139.0,true,19,12132.359999999988,0.13817097415506957,1,0,0
PO-00405,Delta_Logistics,MRO,Delivered,2023-09-12,2023-10-02,1653,102.16,91.91,217.0,true,20,16943.25,0.13127646702964307,1,0,0
PO-00445,Delta_Logistics,MRO,Delivered,2022-02-12,2022-02-13,1069,91.28,82.64,,true,1,9236.16,,1,0,0
PO-00462,Delta_Logistics,MRO,Delivered,2022-07-01,,148,44.91,40.1,,false,,711.87999999999931,,1,0,0
PO-00504,Delta_Logistics,MRO,Delivered,2022-09-29,2022-10-19,1466,68.82,66.82,211.0,true,20,2932.0,0.14392905866302866,1,0,0
PO-00526,Delta_Logistics,MRO,Delivered,2023-11-18,2023-12-03,1849,28.25,27.53,271.0,true,15,1331.2799999999979,0.14656571119524067,1,0,0
PO-00533,Delta_Logistics,MRO,Delivered,2023-10-01,2023-10-12,1216,66.16,63.0,179.0,false,11,3842.5599999999959,0.14720394736842105,1,0,0
PO-00558,Delta_Logistics,MRO,Partially Delivered,2023-07-16,2023-07-29,662,81.44,71.33,87.0,true,13,6692.82,0.13141993957703926,0,0,0
PO-00573,Delta_Logistics,MRO,Delivered,2023-06-08,2023-06-14,96,86.13,80.32,12.0,false,6,557.76000000000022,0.125,1,0,0
PO-00579,Delta_Logistics,MRO,Delivered,2023-06-12,2023-06-28,318,53.31,51.78,,false,16,486.54000000000036,,1,0,0
PO-00589,Delta_Logistics,MRO,Delivered,2022-07-23,2022-08-09,1677,22.98,21.71,246.0,true,17,2129.7899999999995,0.14669051878354203,1,0,0
PO-00597,Delta_Logistics,MRO,Delivered,2023-04-12,,1200,74.49,64.63,161.0,true,,11832.0,0.13416666666666666,1,0,0
PO-00617,Delta_Logistics,MRO,Delivered,2023-04-21,2023-05-10,1262,56.63,51.46,,false,19,6524.5400000000018,,1,0,0
PO-00678,Delta_Logistics,MRO,Pending,2023-12-14,2023-12-27,209,72.71,64.34,39.0,true,13,1749.3299999999979,0.18660287081339713,0,0,0
PO-00706,Delta_Logistics,MRO,Cancelled,2023-09-30,2023-10-13,548,69.7,61.87,90.0,true,13,4290.8400000000029,0.16423357664233576,0,1,0
PO-00719,Delta_Logistics,MRO,Pending,2022-07-06,2022-07-25,164,48.16,47.46,27.0,true,19,114.7999999999993,0.16463414634146342,0,0,0
PO-00740,Delta_Logistics,MRO,Delivered,2022-03-12,2022-03-19,241,87.42,82.15,,true,7,1270.069999999999,,1,0,0
PO-00006,Epsilon_Group,MRO,Delivered,2022-08-17,2022-08-29,1145,69.21,63.57,39.0,true,12,6457.7999999999929,0.034061135371179038,1,0,0
PO-00023,Epsilon_Group,MRO,Delivered,2022-07-23,2022-08-08,819,80.89,77.03,29.0,true,16,3161.3399999999997,0.035409035409035408,1,0,0
PO-00030,Epsilon_Group,MRO,Delivered,2023-08-27,,1005,80.55,73.31,30.0,true,,7276.1999999999953,0.029850746268656716,1,0,0
PO-00033,Epsilon_Group,MRO,Delivered,2022-06-13,2022-06-29,509,101.27,97.82,19.0,true,16,1756.0500000000015,0.03732809430255403,1,0,0
PO-00044,Epsilon_Group,MRO,Delivered,2022-04-10,2022-04-17,1549,48.9,42.42,48.0,true,7,10037.519999999995,0.030987734021949646,1,0,0
PO-00059,Epsilon_Group,MRO,Pending,2023-01-06,2023-01-22,1558,93.46,91.27,39.0,true,16,3412.0199999999963,0.025032092426187421,0,0,0
PO-00096,Epsilon_Group,MRO,Partially Delivered,2023-12-06,2023-12-09,1550,79.86,69.57,32.0,false,3,15949.500000000009,0.020645161290322581,0,0,0
PO-00119,Epsilon_Group,MRO,Delivered,2022-05-23,2022-05-27,928,35.3,32.52,26.0,true,4,2579.8399999999947,0.028017241379310345,1,0,0
PO-00135,Epsilon_Group,MRO,Delivered,2022-04-23,2022-05-09,570,71.51,66.47,,true,16,2872.8000000000034,,1,0,0
PO-00139,Epsilon_Group,MRO,Delivered,2023-11-28,2023-12-01,1545,78.19,76.91,42.0,true,3,1977.6000000000017,0.027184466019417475,1,0,0
PO-00142,Epsilon_Group,MRO,Delivered,2022-03-07,2022-03-12,1572,57.38,49.32,40.0,true,5,12670.320000000003,0.025445292620865138,1,0,0
PO-00185,Epsilon_Group,MRO,Delivered,2022-04-25,,442,41.73,36.45,15.0,true,,2333.7599999999975,0.033936651583710405,1,0,0
PO-00207,Epsilon_Group,MRO,Delivered,2022-08-05,,1244,96.13,84.78,43.0,true,,14119.399999999992,0.034565916398713828,1,0,0
PO-00223,Epsilon_Group,MRO,Delivered,2022-03-07,2022-03-14,845,91.47,86.97,,true,7,3802.5,,1,0,0
PO-00233,Epsilon_Group,MRO,Delivered,2023-12-26,2024-01-04,1546,43.47,37.37,53.0,true,9,9430.6000000000022,0.03428201811125485,1,0,0
PO-00272,Epsilon_Group,MRO,Delivered,2022-04-22,2022-04-26,1459,84.79,82.72,47.0,true,4,3020.1300000000106,0.032213845099383139,1,0,0
PO-00275,Epsilon_Group,MRO,Pending,2022-07-14,2022-07-23,1686,72.28,65.21,53.0,true,9,11920.020000000013,0.031435349940688022,0,0,0
PO-00294,Epsilon_Group,MRO,Delivered,2022-06-20,2022-06-28,779,41.3,36.28,20.0,true,8,3910.5799999999967,0.025673940949935817,1,0,0
PO-00299,Epsilon_Group,MRO,Delivered,2023-02-15,2023-02-27,885,88.28,80.8,31.0,true,12,6619.8000000000038,0.035028248587570622,1,0,0
PO-00309,Epsilon_Group,MRO,Delivered,2023-12-15,2023-12-18,933,107.99,104.29,29.0,true,3,3452.0999999999894,0.031082529474812434,1,0,0
PO-00434,Epsilon_Group,MRO,Partially Delivered,2022-03-19,2022-04-01,1356,26.28,25.44,47.0,true,13,1139.0399999999997,0.03466076696165192,0,0,0
PO-00442,Epsilon_Group,MRO,Partially Delivered,2022-06-01,2022-06-12,1009,16.44,16.18,,true,11,262.34000000000157,,0,0,0
PO-00477,Epsilon_Group,MRO,Delivered,2022-08-16,2022-09-02,302,26.98,26.47,9.0,true,17,154.02000000000046,0.029801324503311258,1,0,0
PO-00486,Epsilon_Group,MRO,Delivered,2022-07-17,2022-07-25,1808,72.23,67.86,53.0,true,8,7900.9600000000082,0.0293141592920354,1,0,0
PO-00513,Epsilon_Group,MRO,Delivered,2023-06-08,2023-06-11,1940,58.45,50.29,54.0,true,3,15830.400000000007,0.027835051546391754,1,0,0
PO-00516,Epsilon_Group,MRO,Delivered,2023-08-14,2023-08-31,457,52.85,50.34,16.0,true,17,1147.069999999999,0.0350109409190372,1,0,0
PO-00547,Epsilon_Group,MRO,Pending,2022-05-11,2022-05-14,363,45.37,38.73,,true,3,2410.32,,0,0,0
PO-00553,Epsilon_Group,MRO,Delivered,2022-06-28,2022-07-13,887,65.89,59.67,29.0,true,15,5517.1399999999994,0.03269447576099211,1,0,0
PO-00564,Epsilon_Group,MRO,Delivered,2023-08-17,2023-08-29,1693,83.14,73.3,62.0,true,12,16659.120000000006,0.03662138216184288,1,0,0
PO-00574,Epsilon_Group,MRO,Delivered,2023-04-30,2023-05-13,916,21.06,19.53,25.0,true,13,1401.4799999999977,0.027292576419213975,1,0,0
PO-00608,Epsilon_Group,MRO,Delivered,2023-11-03,2023-11-20,1711,29.14,26.35,48.0,true,17,4773.6899999999987,0.028053769725306838,1,0,0
PO-00634,Epsilon_Group,MRO,Delivered,2023-07-16,2023-07-27,1120,42.17,37.47,33.0,true,11,5264.0000000000036,0.029464285714285714,1,0,0
PO-00651,Epsilon_Group,MRO,Delivered,2022-10-20,,1807,69.47,60.0,50.0,true,,17112.289999999997,0.027670171555063641,1,0,0
PO-00660,Epsilon_Group,MRO,Cancelled,2022-08-25,2022-09-07,1253,43.38,38.01,34.0,true,13,6728.610000000006,0.027134876296887472,0,1,0
PO-00683,Epsilon_Group,MRO,Pending,2022-01-07,2022-01-26,739,68.47,66.09,19.0,true,19,1758.8199999999965,0.02571041948579161,0,0,0
PO-00722,Epsilon_Group,MRO,Delivered,2023-01-24,2023-01-29,1269,79.61,71.86,47.0,true,5,9834.75,0.037037037037037035,1,0,0
PO-00723,Epsilon_Group,MRO,Delivered,2022-12-02,2022-12-12,875,57.63,51.8,16.0,true,10,5101.2500000000045,0.018285714285714287,1,0,0
PO-00730,Epsilon_Group,MRO,Delivered,2023-03-08,2023-03-27,1493,56.98,52.51,43.0,true,19,6673.7099999999982,0.028801071667782986,1,0,0
PO-00753,Epsilon_Group,MRO,Delivered,2022-04-28,,1853,21.92,20.72,,true,,2223.6000000000054,,1,0,0
PO-00003,Gamma_Co,MRO,Delivered,2022-01-26,2022-02-15,910,95.51,92.26,41.0,true,20,2957.5,0.045054945054945054,1,0,0
PO-00007,Gamma_Co,MRO,Delivered,2022-05-23,2022-06-03,1774,51.37,47.82,96.0,false,11,6297.6999999999953,0.054114994363021418,1,0,0
PO-00080,Gamma_Co,MRO,Delivered,2023-11-18,2023-11-25,1501,106.05,100.99,77.0,false,7,7595.0600000000031,0.051299133910726186,1,0,0
PO-00085,Gamma_Co,MRO,Delivered,2022-03-15,2022-03-31,1154,27.2,26.07,58.0,true,16,1304.0199999999988,0.050259965337954939,1,0,0
PO-00140,Gamma_Co,MRO,Partially Delivered,2023-03-09,2023-03-13,1136,60.81,58.25,62.0,true,4,2908.1600000000026,0.054577464788732391,0,0,0
PO-00177,Gamma_Co,MRO,Delivered,2022-06-15,2022-06-28,1842,32.4,28.08,96.0,true,13,7957.4400000000005,0.052117263843648211,1,0,0
PO-00191,Gamma_Co,MRO,Delivered,2023-08-04,2023-08-06,1534,14.98,12.79,,true,2,3359.4600000000019,,1,0,0
PO-00224,Gamma_Co,MRO,Delivered,2022-12-13,2022-12-18,1101,59.13,52.51,54.0,true,5,7288.6200000000053,0.049046321525885561,1,0,0
PO-00238,Gamma_Co,MRO,Delivered,2022-02-02,2022-02-13,1450,63.74,59.11,71.0,true,11,6713.5000000000036,0.048965517241379312,1,0,0
PO-00307,Gamma_Co,MRO,Delivered,2022-10-20,2022-11-05,329,97.87,85.35,21.0,false,16,4119.0800000000036,0.063829787234042548,1,0,0
PO-00331,Gamma_Co,MRO,Pending,2022-03-24,2022-04-11,196,44.36,43.81,6.0,true,18,107.79999999999944,0.030612244897959183,0,0,0
PO-00395,Gamma_Co,MRO,Delivered,2023-11-11,2023-11-18,1969,71.71,61.96,,true,7,19197.749999999985,,1,0,0
PO-00399,Gamma_Co,MRO,Pending,2022-04-29,2022-05-05,871,94.7,92.66,46.0,true,6,1776.8400000000054,0.052812858783008038,0,0,0
PO-00418,Gamma_Co,MRO,Delivered,2023-03-10,2023-03-29,1106,44.05,38.6,51.0,true,19,6027.6999999999953,0.0461121157323689,1,0,0
PO-00422,Gamma_Co,MRO,Pending,2022-12-08,2022-12-19,1956,31.88,28.48,86.0,true,11,6650.3999999999969,0.04396728016359918,0,0,0
PO-00424,Gamma_Co,MRO,Partially Delivered,2023-10-15,2023-10-21,1448,25.06,21.62,84.0,true,6,4981.1199999999972,0.058011049723756904,0,0,0
PO-00439,Gamma_Co,MRO,Delivered,2023-01-14,2023-01-27,1682,105.7,101.3,94.0,true,13,7400.8000000000093,0.0558858501783591,1,0,0
PO-00472,Gamma_Co,MRO,Delivered,2023-12-20,2024-01-09,1172,34.34,32.09,69.0,true,20,2637.0,0.058873720136518773,1,0,0
PO-00490,Gamma_Co,MRO,Delivered,2022-03-13,2022-03-24,1945,11.28,9.98,94.0,true,11,2528.4999999999977,0.048329048843187658,1,0,0
PO-00494,Gamma_Co,MRO,Pending,2023-06-06,2023-06-22,1361,28.57,24.29,65.0,true,16,5825.0800000000017,0.047759000734753858,0,0,0
PO-00502,Gamma_Co,MRO,Delivered,2022-07-02,2022-07-06,834,65.02,56.19,,true,4,7364.2199999999984,,1,0,0
PO-00551,Gamma_Co,MRO,Delivered,2023-01-24,2023-02-03,1765,81.01,78.43,78.0,true,10,4553.6999999999971,0.044192634560906517,1,0,0
PO-00562,Gamma_Co,MRO,Delivered,2022-08-04,2022-08-19,1645,72.17,64.0,79.0,true,15,13439.650000000003,0.048024316109422489,1,0,0
PO-00581,Gamma_Co,MRO,Delivered,2023-10-11,2023-10-26,685,92.51,90.05,38.0,true,15,1685.1000000000054,0.055474452554744529,1,0,0
PO-00586,Gamma_Co,MRO,Cancelled,2023-11-20,2023-11-30,169,47.16,43.4,,true,10,635.43999999999971,,0,1,0
PO-00588,Gamma_Co,MRO,Delivered,2022-08-19,2022-08-25,1860,95.8,92.17,105.0,false,6,6751.799999999992,0.056451612903225805,1,0,0
PO-00593,Gamma_Co,MRO,Pending,2022-09-08,2022-09-27,1547,61.12,53.43,77.0,true,19,11896.429999999997,0.049773755656108594,0,0,0
PO-00612,Gamma_Co,MRO,Delivered,2023-03-12,2023-03-15,537,77.86,71.18,20.0,true,3,3587.1599999999962,0.037243947858473,1,0,0
PO-00693,Gamma_Co,MRO,Partially Delivered,2022-08-13,2022-09-02,1650,100.62,90.45,85.0,true,20,16780.500000000004,0.051515151515151514,0,0,0
PO-00714,Gamma_Co,MRO,Delivered,2022-03-27,2022-04-06,1995,88.47,82.65,87.0,false,10,11610.899999999987,0.043609022556390979,1,0,0
PO-00001,Alpha_Inc,Office Supplies,Cancelled,2023-10-17,2023-10-25,1176,20.13,17.81,,true,8,2728.32,,0,1,0
PO-00032,Alpha_Inc,Office Supplies,Delivered,2022-01-07,2022-01-15,1234,17.64,15.66,26.0,true,8,2443.3200000000006,0.021069692058346839,1,0,0
PO-00076,Alpha_Inc,Office Supplies,Partially Delivered,2022-06-16,,141,64.15,58.32,,true,,822.03000000000077,,0,0,0
PO-00077,Alpha_Inc,Office Supplies,Delivered,2023-01-15,2023-02-04,1440,96.57,83.87,36.0,true,20,18287.999999999985,0.025,1,0,0
PO-00101,Alpha_Inc,Office Supplies,Delivered,2022-02-27,2022-02-22,211,75.69,65.4,2.0,true,-5,2171.1899999999982,0.0094786729857819912,1,0,0
PO-00102,Alpha_Inc,Office Supplies,Delivered,2022-08-23,,251,67.49,64.48,2.0,true,,755.50999999999772,0.00796812749003984,1,0,0
PO-00126,Alpha_Inc,Office Supplies,Cancelled,2023-08-21,2023-09-03,429,86.73,75.09,9.0,true,13,4993.56,0.02097902097902098,0,1,0
PO-00162,Alpha_Inc,Office Supplies,Delivered,2023-04-10,2023-04-21,552,60.48,56.78,10.0,true,11,2042.3999999999976,0.018115942028985508,1,0,0
PO-00198,Alpha_Inc,Office Supplies,Delivered,2022-05-12,2022-05-20,1070,29.14,26.63,24.0,true,8,2685.7000000000016,0.022429906542056073,1,0,0
PO-00204,Alpha_Inc,Office Supplies,Delivered,2023-06-25,,280,72.16,62.38,100.0,true,,2738.3999999999983,0.35714285714285715,1,0,0
PO-00216,Alpha_Inc,Office Supplies,Delivered,2023-01-18,2023-01-31,1869,69.58,67.5,31.0,true,13,3887.5199999999968,0.016586409844836811,1,0,0
PO-00236,Alpha_Inc,Office Supplies,Delivered,2022-08-23,,1298,21.51,20.83,,true,,882.64000000000419,,1,0,0
PO-00278,Alpha_Inc,Office Supplies,Delivered,2022-05-24,2022-05-27,1154,62.67,54.11,25.0,true,3,9878.2400000000034,0.021663778162911613,1,0,0
PO-00280,Alpha_Inc,Office Supplies,Delivered,2022-07-07,,162,81.63,78.76,2.0,true,,464.93999999999846,0.012345679012345678,1,0,0
PO-00297,Alpha_Inc,Office Supplies,Partially Delivered,2023-05-08,2023-05-22,1489,107.02,93.3,,true,14,20429.079999999998,,0,0,0
PO-00298,Alpha_Inc,Office Supplies,Delivered,2022-08-07,2022-08-10,296,40.38,35.25,,true,3,1518.4800000000007,,1,0,0
PO-00324,Alpha_Inc,Office Supplies,Delivered,2023-08-22,2023-09-03,1844,76.51,73.05,,true,12,6380.2400000000143,,1,0,0
PO-00332,Alpha_Inc,Office Supplies,Delivered,2022-07-10,2022-07-14,1221,53.19,46.18,29.0,true,4,8559.2099999999973,0.02375102375102375,1,0,0
PO-00343,Alpha_Inc,Office Supplies,Cancelled,2023-09-01,2023-09-21,1852,104.04,94.89,36.0,true,20,16945.80000000001,0.019438444924406047,0,1,0
PO-00348,Alpha_Inc,Office Supplies,Delivered,2023-11-05,,1684,73.05,62.53,,true,,17715.679999999993,,1,0,0
PO-00357,Alpha_Inc,Office Supplies,Delivered,2022-09-02,2022-09-21,51,63.74,56.1,0.0,true,19,389.64000000000004,0.0,1,0,0
PO-00380,Alpha_Inc,Office Supplies,Pending,2022-09-08,,636,53.64,49.23,18.0,true,,2804.7600000000025,0.028301886792452831,0,0,0
PO-00387,Alpha_Inc,Office Supplies,Delivered,2022-11-06,2022-11-18,1300,92.92,90.63,,true,12,2977.0000000000082,,1,0,0
PO-00394,Alpha_Inc,Office Supplies,Delivered,2022-11-03,2022-11-07,963,64.96,64.07,20.0,true,4,857.0700000000005,0.020768431983385256,1,0,0
PO-00411,Alpha_Inc,Office Supplies,Delivered,2022-09-28,2022-10-13,1577,41.77,39.58,32.0,true,15,3453.6300000000078,0.020291693088142042,1,0,0
PO-00419,Alpha_Inc,Office Supplies,Delivered,2022-10-11,2022-10-22,737,43.08,42.58,21.0,true,11,368.5,0.028493894165535955,1,0,0
PO-00450,Alpha_Inc,Office Supplies,Delivered,2022-08-04,2022-08-14,596,62.96,61.88,9.0,true,10,643.67999999999893,0.015100671140939598,1,0,0
PO-00464,Alpha_Inc,Office Supplies,Pending,2022-01-26,2022-02-03,1818,67.96,58.98,,true,8,16325.639999999994,,0,0,0
PO-00524,Alpha_Inc,Office Supplies,Delivered,2023-07-06,2023-07-18,69,107.47,105.53,,true,12,133.85999999999984,,1,0,0
PO-00548,Alpha_Inc,Office Supplies,Delivered,2022-07-16,2022-07-22,619,58.4,51.04,,true,6,4555.8399999999992,,1,0,0
PO-00561,Alpha_Inc,Office Supplies,Delivered,2022-10-21,2022-11-10,1126,55.22,50.38,,true,20,5449.8399999999956,,1,0,0
PO-00580,Alpha_Inc,Office Supplies,Pending,2023-11-11,2023-11-16,419,35.72,32.74,7.0,true,5,1248.6199999999988,0.016706443914081145,0,0,0
PO-00599,Alpha_Inc,Office Supplies,Delivered,2023-10-07,2023-10-21,1981,95.5,94.39,49.0,true,14,2198.9099999999989,0.024734982332155476,1,0,0
PO-00602,Alpha_Inc,Office Supplies,Delivered,2023-12-15,2023-12-30,1131,33.35,31.28,23.0,true,15,2341.1700000000005,0.020335985853227233,1,0,0
PO-00603,Alpha_Inc,Office Supplies,Delivered,2023-01-29,2023-02-15,683,104.82,101.34,,true,17,2376.8399999999929,,1,0,0
PO-00629,Alpha_Inc,Office Supplies,Delivered,2022-11-21,2022-11-24,1159,78.99,71.69,14.0,true,3,8460.6999999999971,0.012079378774805867,1,0,0
PO-00652,Alpha_Inc,Office Supplies,Pending,2022-08-29,2022-09-06,406,91.73,89.13,,true,8,1055.6000000000035,,0,0,0
PO-00731,Alpha_Inc,Office Supplies,Delivered,2022-09-16,2022-09-18,778,65.85,62.08,,false,2,2933.0599999999968,,1,0,0
PO-00774,Alpha_Inc,Office Supplies,Delivered,2022-07-23,,445,68.94,60.35,7.0,true,,3822.5499999999984,0.015730337078651686,1,0,0
